orderNumber,warehouseCode,shippedDate,requiredDate,orderDate,delivery_margin_days
10155,c,2003-10-07,2003-10-13,2003-10-06,6
10155,c,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
10155,d,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
10155,a,2003-10-07,2003-10-13,2003-10-06,6
10156,c,2003-10-11,2003-10-17,2003-10-08,6
10156,a,2003-10-11,2003-10-17,2003-10-08,6
10157,a,2003-10-14,2003-10-15,2003-10-09,1
10157,a,2003-10-14,2003-10-15,2003-10-09,1
10157,a,2003-10-14,2003-10-15,2003-10-09,1
10157,a,2003-10-14,2003-10-15,2003-10-09,1
10157,c,2003-10-14,2003-10-15,2003-10-09,1
10157,a,2003-10-14,2003-10-15,2003-10-09,1
10158,a,2003-10-15,2003-10-18,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,b,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10159,a,2003-10-16,2003-10-19,2003-10-10,3
10160,b,2003-10-17,2003-10-17,2003-10-11,0
10160,b,2003-10-17,2003-10-17,2003-10-11,0
10160,b,2003-10-17,2003-10-17,2003-10-11,0
10160,b,2003-10-17,2003-10-17,2003-10-11,0
10160,b,2003-10-17,2003-10-17,2003-10-11,0
10160,b,2003-10-17,2003-10-17,2003-10-11,0
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10161,b,2003-10-20,2003-10-25,2003-10-17,5
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10162,c,2003-10-19,2003-10-26,2003-10-18,7
10163,b,2003-10-24,2003-10-27,2003-10-20,3
10163,c,2003-10-24,2003-10-27,2003-10-20,3
10163,c,2003-10-24,2003-10-27,2003-10-20,3
10163,c,2003-10-24,2003-10-27,2003-10-20,3
10163,c,2003-10-24,2003-10-27,2003-10-20,3
10163,c,2003-10-24,2003-10-27,2003-10-20,3
10164,b,2003-10-23,2003-10-30,2003-10-21,7
10164,d,2003-10-23,2003-10-30,2003-10-21,7
10164,d,2003-10-23,2003-10-30,2003-10-21,7
10164,d,2003-10-23,2003-10-30,2003-10-21,7
10164,c,2003-10-23,2003-10-30,2003-10-21,7
10164,d,2003-10-23,2003-10-30,2003-10-21,7
10164,d,2003-10-23,2003-10-30,2003-10-21,7
10164,b,2003-10-23,2003-10-30,2003-10-21,7
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,b,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10165,d,2003-12-26,2003-10-31,2003-10-22,-56
10166,c,2003-10-27,2003-10-30,2003-10-21,3
10166,c,2003-10-27,2003-10-30,2003-10-21,3
10166,d,2003-10-27,2003-10-30,2003-10-21,3
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,c,2003-11-01,2003-11-03,2003-10-28,2
10168,c,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10168,a,2003-11-01,2003-11-03,2003-10-28,2
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,a,2003-11-09,2003-11-14,2003-11-04,5
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,a,2003-11-09,2003-11-14,2003-11-04,5
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,a,2003-11-09,2003-11-14,2003-11-04,5
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,b,2003-11-09,2003-11-14,2003-11-04,5
10169,a,2003-11-09,2003-11-14,2003-11-04,5
10169,a,2003-11-09,2003-11-14,2003-11-04,5
10169,a,2003-11-09,2003-11-14,2003-11-04,5
10170,b,2003-11-07,2003-11-12,2003-11-04,5
10170,b,2003-11-07,2003-11-12,2003-11-04,5
10170,b,2003-11-07,2003-11-12,2003-11-04,5
10170,b,2003-11-07,2003-11-12,2003-11-04,5
10171,b,2003-11-07,2003-11-13,2003-11-05,6
10171,b,2003-11-07,2003-11-13,2003-11-05,6
10171,b,2003-11-07,2003-11-13,2003-11-05,6
10171,b,2003-11-07,2003-11-13,2003-11-05,6
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10172,b,2003-11-11,2003-11-14,2003-11-05,3
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,b,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,b,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10173,c,2003-11-09,2003-11-15,2003-11-05,6
10174,b,2003-11-10,2003-11-15,2003-11-06,5
10174,d,2003-11-10,2003-11-15,2003-11-06,5
10174,d,2003-11-10,2003-11-15,2003-11-06,5
10174,c,2003-11-10,2003-11-15,2003-11-06,5
10174,c,2003-11-10,2003-11-15,2003-11-06,5
10175,b,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,b,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,b,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,d,2003-11-09,2003-11-14,2003-11-06,5
10175,b,2003-11-09,2003-11-14,2003-11-06,5
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,b,2003-11-12,2003-11-15,2003-11-06,3
10176,d,2003-11-12,2003-11-15,2003-11-06,3
10176,d,2003-11-12,2003-11-15,2003-11-06,3
10176,d,2003-11-12,2003-11-15,2003-11-06,3
10177,c,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,c,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,c,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10177,d,2003-11-12,2003-11-17,2003-11-07,5
10178,b,2003-11-10,2003-11-16,2003-11-08,6
10178,a,2003-11-10,2003-11-16,2003-11-08,6
10178,d,2003-11-10,2003-11-16,2003-11-08,6
10178,c,2003-11-10,2003-11-16,2003-11-08,6
10178,a,2003-11-10,2003-11-16,2003-11-08,6
10178,c,2003-11-10,2003-11-16,2003-11-08,6
10178,c,2003-11-10,2003-11-16,2003-11-08,6
10178,a,2003-11-10,2003-11-16,2003-11-08,6
10178,d,2003-11-10,2003-11-16,2003-11-08,6
10178,a,2003-11-10,2003-11-16,2003-11-08,6
10178,a,2003-11-10,2003-11-16,2003-11-08,6
10178,a,2003-11-10,2003-11-16,2003-11-08,6
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10179,c,2003-11-13,2003-11-17,2003-11-11,4
10179,c,2003-11-13,2003-11-17,2003-11-11,4
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10179,a,2003-11-13,2003-11-17,2003-11-11,4
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,b,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,b,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10180,a,2003-11-14,2003-11-19,2003-11-11,5
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10181,b,2003-11-15,2003-11-19,2003-11-12,4
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,b,2003-11-18,2003-11-21,2003-11-12,3
10182,b,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10182,b,2003-11-18,2003-11-21,2003-11-12,3
10182,b,2003-11-18,2003-11-21,2003-11-12,3
10182,b,2003-11-18,2003-11-21,2003-11-12,3
10182,b,2003-11-18,2003-11-21,2003-11-12,3
10182,c,2003-11-18,2003-11-21,2003-11-12,3
10183,b,2003-11-15,2003-11-22,2003-11-13,7
10183,b,2003-11-15,2003-11-22,2003-11-13,7
10183,d,2003-11-15,2003-11-22,2003-11-13,7
10183,d,2003-11-15,2003-11-22,2003-11-13,7
10183,c,2003-11-15,2003-11-22,2003-11-13,7
10183,c,2003-11-15,2003-11-22,2003-11-13,7
10183,c,2003-11-15,2003-11-22,2003-11-13,7
10183,d,2003-11-15,2003-11-22,2003-11-13,7
10183,c,2003-11-15,2003-11-22,2003-11-13,7
10183,c,2003-11-15,2003-11-22,2003-11-13,7
10183,d,2003-11-15,2003-11-22,2003-11-13,7
10183,b,2003-11-15,2003-11-22,2003-11-13,7
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,b,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,b,2003-11-20,2003-11-22,2003-11-14,2
10184,b,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,b,2003-11-20,2003-11-22,2003-11-14,2
10184,b,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10184,d,2003-11-20,2003-11-22,2003-11-14,2
10185,b,2003-11-20,2003-11-21,2003-11-14,1
10185,b,2003-11-20,2003-11-21,2003-11-14,1
10185,b,2003-11-20,2003-11-21,2003-11-14,1
10185,c,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,b,2003-11-20,2003-11-21,2003-11-14,1
10185,c,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,c,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10185,d,2003-11-20,2003-11-21,2003-11-14,1
10186,b,2003-11-18,2003-11-20,2003-11-14,2
10186,a,2003-11-18,2003-11-20,2003-11-14,2
10186,d,2003-11-18,2003-11-20,2003-11-14,2
10186,c,2003-11-18,2003-11-20,2003-11-14,2
10186,a,2003-11-18,2003-11-20,2003-11-14,2
10186,c,2003-11-18,2003-11-20,2003-11-14,2
10186,c,2003-11-18,2003-11-20,2003-11-14,2
10186,d,2003-11-18,2003-11-20,2003-11-14,2
10186,a,2003-11-18,2003-11-20,2003-11-14,2
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,c,2003-11-16,2003-11-24,2003-11-15,8
10187,c,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10187,a,2003-11-16,2003-11-24,2003-11-15,8
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10188,a,2003-11-24,2003-11-26,2003-11-18,2
10189,a,2003-11-24,2003-11-25,2003-11-18,1
10190,a,2003-11-20,2003-11-29,2003-11-19,9
10190,a,2003-11-20,2003-11-29,2003-11-19,9
10190,a,2003-11-20,2003-11-29,2003-11-19,9
10190,a,2003-11-20,2003-11-29,2003-11-19,9
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,a,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10191,b,2003-11-24,2003-11-30,2003-11-20,6
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10192,b,2003-11-25,2003-11-29,2003-11-20,4
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,b,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10193,c,2003-11-27,2003-11-28,2003-11-21,1
10194,b,2003-11-26,2003-12-02,2003-11-25,6
10194,b,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,c,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,d,2003-11-26,2003-12-02,2003-11-25,6
10194,b,2003-11-26,2003-12-02,2003-11-25,6
10195,d,2003-11-28,2003-12-01,2003-11-25,3
10195,b,2003-11-28,2003-12-01,2003-11-25,3
10195,d,2003-11-28,2003-12-01,2003-11-25,3
10195,b,2003-11-28,2003-12-01,2003-11-25,3
10195,b,2003-11-28,2003-12-01,2003-11-25,3
10195,b,2003-11-28,2003-12-01,2003-11-25,3
10195,b,2003-11-28,2003-12-01,2003-11-25,3
10195,d,2003-11-28,2003-12-01,2003-11-25,3
10195,d,2003-11-28,2003-12-01,2003-11-25,3
10195,d,2003-11-28,2003-12-01,2003-11-25,3
10196,b,2003-12-01,2003-12-03,2003-11-26,2
10196,b,2003-12-01,2003-12-03,2003-11-26,2
10196,b,2003-12-01,2003-12-03,2003-11-26,2
10196,c,2003-12-01,2003-12-03,2003-11-26,2
10196,d,2003-12-01,2003-12-03,2003-11-26,2
10196,b,2003-12-01,2003-12-03,2003-11-26,2
10196,d,2003-12-01,2003-12-03,2003-11-26,2
10196,d,2003-12-01,2003-12-03,2003-11-26,2
10197,b,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,c,2003-12-01,2003-12-02,2003-11-26,1
10197,c,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,c,2003-12-01,2003-12-02,2003-11-26,1
10197,c,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10197,a,2003-12-01,2003-12-02,2003-11-26,1
10197,d,2003-12-01,2003-12-02,2003-11-26,1
10198,a,2003-12-03,2003-12-06,2003-11-27,3
10198,a,2003-12-03,2003-12-06,2003-11-27,3
10198,c,2003-12-03,2003-12-06,2003-11-27,3
10198,a,2003-12-03,2003-12-06,2003-11-27,3
10198,a,2003-12-03,2003-12-06,2003-11-27,3
10198,a,2003-12-03,2003-12-06,2003-11-27,3
10199,c,2003-12-06,2003-12-10,2003-12-01,4
10199,a,2003-12-06,2003-12-10,2003-12-01,4
10199,a,2003-12-06,2003-12-10,2003-12-01,4
10200,a,2003-12-06,2003-12-09,2003-12-01,3
10200,a,2003-12-06,2003-12-09,2003-12-01,3
10200,a,2003-12-06,2003-12-09,2003-12-01,3
10200,a,2003-12-06,2003-12-09,2003-12-01,3
10200,c,2003-12-06,2003-12-09,2003-12-01,3
10200,a,2003-12-06,2003-12-09,2003-12-01,3
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10201,a,2003-12-02,2003-12-11,2003-12-01,9
10202,a,2003-12-06,2003-12-09,2003-12-02,3
10202,b,2003-12-06,2003-12-09,2003-12-02,3
10202,a,2003-12-06,2003-12-09,2003-12-02,3
10202,b,2003-12-06,2003-12-09,2003-12-02,3
10202,a,2003-12-06,2003-12-09,2003-12-02,3
10202,a,2003-12-06,2003-12-09,2003-12-02,3
10202,a,2003-12-06,2003-12-09,2003-12-02,3
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10203,b,2003-12-07,2003-12-11,2003-12-02,4
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,c,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,c,2003-12-04,2003-12-10,2003-12-02,6
10204,c,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,c,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,b,2003-12-04,2003-12-10,2003-12-02,6
10204,c,2003-12-04,2003-12-10,2003-12-02,6
10205,c,2003-12-07,2003-12-09,2003-12-03,2
10205,c,2003-12-07,2003-12-09,2003-12-03,2
10205,c,2003-12-07,2003-12-09,2003-12-03,2
10205,c,2003-12-07,2003-12-09,2003-12-03,2
10205,c,2003-12-07,2003-12-09,2003-12-03,2
10206,b,2003-12-08,2003-12-13,2003-12-05,5
10206,d,2003-12-08,2003-12-13,2003-12-05,5
10206,d,2003-12-08,2003-12-13,2003-12-05,5
10206,c,2003-12-08,2003-12-13,2003-12-05,5
10206,c,2003-12-08,2003-12-13,2003-12-05,5
10206,c,2003-12-08,2003-12-13,2003-12-05,5
10206,c,2003-12-08,2003-12-13,2003-12-05,5
10206,c,2003-12-08,2003-12-13,2003-12-05,5
10206,c,2003-12-08,2003-12-13,2003-12-05,5
10206,d,2003-12-08,2003-12-13,2003-12-05,5
